Dates,GSUSFCI Index,CESIUSD Index,value_MORTGAGE30US,value_CCLACBW027SBOG,value_WTISPLC,value_EXPINF1YR,value_STLPPM,value_ECIWAG,value_M2REAL,value_UNRATE,value_PPIACO,value_PCUOMFGOMFG,value_PCUATRANSATRANS,value_PCUATRADEATRADE,value_PCUAWHLTRAWHLTR,value_CSUSHPINSA,value_SPCS20RSA,value_WALCL,value_SP500,value_MEHOINUSA672N,value_T5YIFR,value_FYFSD,value_REAINTRATREARAT10Y,value_SAHMREALTIME,value_POPTHM,Monthly Nominal GDP Index,Monthly Real GDP Index,Advance Estimate From BEA,Business Fixed Investment,Change in inventory investment ($Bil 2009),Change in net exports ($Bil 2009),Current change in private inventories ($Bil 2009),Data releases,Days until advance estimate,Equipment,Exports,Federal Govt,Final Sales,Final Sales to Domestic Purchasers,Final Sales to Private Domestic Purchasers,Final_GDP_Interp,Fixed Investment,Forecast Error,GDP Nowcast,GPDI,Goods exports,Goods imports,Government,Imports,Intellectual Property Products,"Net Exports (current, $Bil 2009)","Net Exports (previous, $Bil 2009)",PCE,PCE Goods,PCE Services,Previous change in private inventories ($Bil 2009),Publication Date of Advance Estimate,Quarter being forecasted,Residential,S&L,Services exports,Services imports,Structures
2020-06-18,99.14,126.7,3.13,762.5824,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7094690.0,3115.34,76660.0,1.44,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,,,,,,,,,,,,,,-20.062608695652173,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,99.15,128.6,3.13,762.5824,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7094690.0,3097.74,76660.0,1.54,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,,,,,,,,,,,,,,-20.368260869565216,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,99.1,145.4,3.13,762.5824,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7094690.0,3117.86,76660.0,1.57,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,-32.9,-31.1,-345.0,51.0,-409.0,Existing-home sales ,38.0,-44.4,-39.5,0.9,-41.6,-41.0,-46.4,-21.285217391304347,-31.7,12.9,-45.8,-56.3,-40.1,-32.3,-9.7,-35.6,-14.7,-765.0,-816.0,-49.7,-26.3,-58.2,-64.0,30/07/2020,30/06/2020,-33.7,-15.7,-38.3,-48.1,-29.0
2020-06-23,99.08,155.7,3.13,762.5824,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7094690.0,3131.29,76660.0,1.62,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,-32.9,-31.1,-345.0,51.0,-409.0,New-home sales ,37.0,-44.5,-39.6,0.9,-41.7,-41.2,-46.6,-21.59086956521739,-32.3,13.0,-45.9,-56.7,-40.2,-32.4,-9.7,-35.7,-14.7,-765.0,-816.0,-49.8,-26.4,-58.3,-64.0,30/07/2020,30/06/2020,-36.1,-15.8,-38.4,-48.2,-29.1
2020-06-24,99.26,157.1,3.13,761.0529,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7082302.0,3050.33,76660.0,1.56,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,,,,,,,,,,,,,,-21.896521739130435,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,99.21,168.2,3.13,761.0529,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7082302.0,3083.76,76660.0,1.55,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,-32.9,-28.2,-334.0,-59.0,-399.0,"GDP, Advance Economic Indicators, Advance durable manufacturing",35.0,-38.4,-49.0,1.0,-42.6,-40.8,-46.1,-22.20217391304348,-30.0,13.7,-46.6,-54.4,-53.9,-30.2,-9.7,-33.9,-14.5,-876.0,-817.0,-49.7,-26.3,-58.2,-65.0,30/07/2020,30/06/2020,-35.9,-15.7,-38.2,-47.9,-29.0
2020-06-26,99.33,162.1,3.13,761.0529,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7082302.0,3009.05,76660.0,1.53,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,-32.9,-31.3,-377.0,-59.0,-442.0,"Personal income outlays, NIPA underlying detail tables",34.0,-44.9,-48.8,1.0,-34.5,-32.7,-36.9,-22.50782608695652,-32.4,6.5,-39.5,-58.6,-53.8,-30.1,-9.6,-33.8,-14.5,-876.0,-817.0,-38.0,-24.6,-43.5,-65.0,30/07/2020,30/06/2020,-35.8,-15.7,-38.0,-47.8,-29.0
2020-06-29,99.27,167.4,3.13,761.0529,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7082302.0,3053.24,76660.0,1.54,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,,,,,,,,,,,,,,-23.42478260869565,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,99.18,181.2,3.13,761.0529,38.31,0.51275711,0.04540198,140.8,7055.0,11.0,191.2,190.2,128.1,139.4,145.6,219.82,222.869682661865,7082302.0,3100.29,76660.0,1.52,-983588.0,-0.15369936,9.5,331744.0,20976.154,19991.603,,,,,,,,,,,,,,-23.730434782608693,,,,,,,,,,,,,,,,,,,,,,
2020-07-01,99.12,184.7,3.13,758.197,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7009040.0,3115.86,76660.0,1.57,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.6,-367.0,-55.0,-442.0,"ISM Manufacturing Index, Construction spending",29.0,-39.5,-45.4,0.7,-31.8,-30.1,-34.0,-24.03608695652174,-30.7,3.9,-36.8,-56.9,-50.5,-27.9,-9.2,-31.1,-13.2,-871.0,-817.0,-34.8,-19.4,-40.9,-75.0,30/07/2020,30/06/2020,-31.0,-14.9,-34.5,-43.3,-39.2
2020-07-02,99.06,188.1,3.07,758.197,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7009040.0,3130.01,76660.0,1.61,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-29.2,-307.0,-52.0,-382.0,"International trade, Employment situation, M3-2 Manufacturing",28.0,-38.1,-49.1,0.7,-30.9,-29.2,-33.0,-24.34173913043478,-29.4,2.3,-35.2,-52.3,-49.0,-27.0,-9.2,-34.6,-13.1,-869.0,-817.0,-33.8,-17.5,-40.4,-75.0,30/07/2020,30/06/2020,-30.1,-14.8,-49.1,-60.3,-36.0
2020-07-03,99.06,188.9,3.07,758.197,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7009040.0,3130.01,76660.0,1.61,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-24.647391304347824,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,98.95,213.6,3.07,758.197,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7009040.0,3179.72,76660.0,1.62,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-29.8,-308.0,-52.0,-383.0,"Light vehicle sales (7/2), ISM Nonmanufacturing Index",24.0,-39.6,-49.0,0.7,-31.1,-29.4,-33.2,-25.564347826086955,-29.9,2.5,-35.4,-52.8,-49.0,-27.0,-9.2,-34.6,-13.1,-869.0,-817.0,-34.0,-18.1,-40.4,-75.0,30/07/2020,30/06/2020,-30.1,-14.8,-49.1,-60.3,-36.0
2020-07-07,99.01,221.3,3.07,758.197,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7009040.0,3145.32,76660.0,1.6,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-25.87,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,98.95,222.0,3.07,760.5242,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6920716.0,3169.94,76660.0,1.59,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-26.175652173913043,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,98.96,224.1,3.03,760.5242,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6920716.0,3152.05,76660.0,1.56,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-29.8,-315.0,-52.0,-390.0,Wholesale trade,21.0,-39.5,-49.0,0.7,-31.1,-29.4,-33.2,-26.48130434782609,-29.8,2.6,-35.5,-53.2,-48.9,-26.9,-9.2,-34.6,-13.1,-869.0,-817.0,-34.0,-18.1,-40.4,-75.0,30/07/2020,30/06/2020,-29.9,-14.8,-49.1,-60.3,-36.0
2020-07-10,98.92,225.9,3.03,760.5242,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6920716.0,3185.04,76660.0,1.57,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-29.8,-317.0,-52.0,-391.0,Producer Price Index,20.0,-39.5,-49.0,0.7,-31.1,-29.4,-33.2,-26.78695652173913,-29.8,2.6,-35.5,-53.2,-48.9,-26.9,-9.2,-34.6,-13.1,-869.0,-817.0,-34.0,-18.1,-40.4,-75.0,30/07/2020,30/06/2020,-29.9,-14.8,-49.1,-60.3,-36.0
2020-07-13,98.96,236.3,3.03,760.5242,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6920716.0,3155.22,76660.0,1.57,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-27.70391304347826,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,98.88,243.4,3.03,760.5242,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6920716.0,3197.52,76660.0,1.55,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-29.8,-317.0,-52.0,-391.0,"Monthly Treasury Statement (7/9), Consumer Price Index ",16.0,-39.5,-49.0,1.9,-31.1,-29.3,-33.2,-28.0095652173913,-29.8,2.5,-35.4,-53.3,-48.9,-26.9,-8.7,-34.6,-13.1,-869.0,-817.0,-34.0,-18.1,-40.4,-75.0,30/07/2020,30/06/2020,-29.9,-14.8,-49.1,-60.3,-36.0
2020-07-15,98.8,256.9,3.03,759.6778,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6958604.0,3226.56,76660.0,1.54,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.2,-325.0,-48.0,-400.0,"Import/Export prices, 
Industrial production",15.0,-38.1,-47.2,1.9,-30.1,-28.5,-32.2,-28.315217391304348,-29.6,1.8,-34.7,-53.6,-46.7,-25.6,-8.7,-33.3,-13.1,-865.0,-817.0,-32.9,-16.4,-39.5,-75.0,30/07/2020,30/06/2020,-27.7,-14.7,-48.3,-59.4,-40.4
2020-07-16,98.83,270.8,2.98,759.6778,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6958604.0,3215.57,76660.0,1.52,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.1,-332.0,-48.0,-406.0,"Retail trade, M3 Manufacturing (Revision)",14.0,-38.0,-47.1,1.9,-29.8,-28.2,-31.9,-28.62086956521739,-29.5,1.6,-34.5,-53.9,-46.5,-25.5,-8.7,-33.3,-13.1,-865.0,-817.0,-32.5,-16.0,-39.1,-75.0,30/07/2020,30/06/2020,-27.4,-14.7,-48.2,-59.4,-40.3
2020-07-17,98.81,259.1,2.98,759.6778,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6958604.0,3224.73,76660.0,1.57,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.1,-332.0,-48.0,-406.0,Housing starts,13.0,-38.0,-47.1,1.9,-30.1,-28.4,-32.2,-28.926521739130436,-30.9,1.8,-34.7,-54.9,-46.5,-25.5,-8.7,-33.3,-13.1,-865.0,-817.0,-32.5,-16.0,-39.1,-75.0,30/07/2020,30/06/2020,-33.2,-14.7,-48.2,-59.4,-40.4
2020-07-20,98.74,250.7,2.98,759.6778,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6958604.0,3251.84,76660.0,1.55,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-29.843478260869563,,,,,,,,,,,,,,,,,,,,,,
2020-07-21,98.67,246.5,2.98,759.6778,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6958604.0,3257.3,76660.0,1.56,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-30.14913043478261,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,98.64,239.9,2.98,758.4079,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6964755.0,3276.02,76660.0,1.56,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.1,-332.0,-48.0,-406.0,Existing-home sales,8.0,-37.9,-47.1,1.9,-30.1,-28.5,-32.2,-30.45478260869565,-31.2,1.8,-34.7,-55.2,-46.5,-25.4,-8.7,-33.2,-13.1,-865.0,-817.0,-32.5,-16.0,-39.1,-75.0,30/07/2020,30/06/2020,-34.5,-14.7,-48.2,-59.4,-40.3
2020-07-23,98.68,236.1,3.01,758.4079,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6964755.0,3235.66,76660.0,1.61,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-30.76043478260869,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,98.71,236.2,3.01,758.4079,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6964755.0,3215.63,76660.0,1.67,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.1,-332.0,-48.0,-406.0,New-home sales ,6.0,-37.9,-47.1,1.9,-30.2,-28.5,-32.3,-31.066086956521737,-31.3,1.9,-34.8,-55.3,-46.5,-25.5,-8.7,-33.2,-13.1,-865.0,-817.0,-32.5,-16.0,-39.1,-75.0,30/07/2020,30/06/2020,-35.0,-14.7,-48.2,-59.4,-40.4
2020-07-27,98.64,238.5,3.01,758.4079,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6964755.0,3239.41,76660.0,1.66,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.3,-293.0,-48.0,-367.0,Advance durable manufacturing,3.0,-38.3,-47.1,1.9,-30.2,-28.5,-32.3,-31.983043478260868,-31.4,1.4,-34.3,-53.0,-46.6,-25.5,-8.7,-33.3,-13.1,-865.0,-817.0,-32.5,-16.0,-39.1,-75.0,30/07/2020,30/06/2020,-35.0,-14.7,-48.2,-59.4,-40.4
2020-07-28,98.67,236.2,3.01,758.4079,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6964755.0,3218.44,76660.0,1.66,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-32.28869565217391,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,98.61,230.0,3.01,757.1164,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6949032.0,3258.44,76660.0,1.68,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,-32.9,-30.3,-131.0,-48.0,-205.0,Advance Economic Indicators ,1.0,-38.3,-47.1,1.9,-30.2,-28.5,-32.3,-32.59434782608695,-31.4,-0.8,-32.1,-42.1,-46.5,-25.5,-8.7,-33.3,-13.1,-865.0,-817.0,-32.5,-16.0,-39.1,-75.0,30/07/2020,30/06/2020,-35.0,-14.7,-48.2,-59.4,-40.4
2020-07-30,98.61,247.1,2.99,757.1164,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6949032.0,3246.22,76660.0,1.67,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-32.9,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,98.59,246.8,2.99,757.1164,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6949032.0,3271.12,76660.0,1.7,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-11.3,9.0,82.0,-340.0,Initial nowcast,90.0,-4.9,-9.3,5.7,11.5,9.7,10.7,-32.18282608695652,-2.6,21.2,11.9,-1.7,-12.7,-19.4,5.7,-17.6,-2.8,-699.0,-781.0,14.4,18.9,12.2,-349.0,29/10/2020,30/09/2020,32.0,5.6,-3.1,-8.8,-34.1
2020-08-03,98.59,225.4,2.99,757.1164,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6949032.0,3294.61,76660.0,1.7,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-3.3,17.0,82.0,-333.0,"ISM Manufacturing Index, Construction spending",87.0,5.5,-4.0,5.6,18.9,16.8,19.3,-30.031304347826087,7.9,13.4,19.6,11.1,-6.1,-16.0,6.8,-14.2,-0.6,-699.0,-781.0,22.4,28.1,19.6,-349.0,29/10/2020,30/09/2020,53.6,7.7,-0.2,-4.8,-21.7
2020-08-04,98.54,227.9,2.99,757.1164,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6949032.0,3306.51,76660.0,1.69,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-0.9,2.0,83.0,-331.0,"M3-2 Manufacturing, 
Light vehicle sales",86.0,11.6,-2.4,5.5,19.6,17.5,20.1,-29.31413043478261,10.3,13.1,20.0,11.6,-3.9,-15.1,6.9,-13.3,-0.4,-697.0,-781.0,22.8,28.5,20.0,-333.0,29/10/2020,30/09/2020,55.5,7.7,0.1,-4.5,-21.3
2020-08-05,98.47,218.9,2.99,756.3042,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6945237.0,3327.77,76660.0,1.7,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-0.5,2.0,81.0,-331.0,"International trade, 
ISM Nonmanufacturing Index",85.0,12.5,0.3,5.5,19.9,17.8,20.4,-28.59695652173913,10.7,12.8,20.3,12.2,-4.6,-15.5,6.9,-11.2,-0.3,-700.0,-781.0,23.1,28.7,20.3,-333.0,29/10/2020,30/09/2020,56.3,7.8,9.1,11.2,-21.2
2020-08-06,98.43,221.9,2.88,756.3042,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6945237.0,3349.16,76660.0,1.73,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-27.879782608695653,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,98.46,223.0,2.88,756.3042,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6945237.0,3351.28,76660.0,1.72,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-1.0,-11.0,80.0,-329.0,"Employment situation, 
Wholesale trade",83.0,11.8,-0.4,5.9,20.4,18.3,19.3,-27.16260869565217,10.0,12.6,20.5,9.5,-5.4,-15.8,14.0,-11.6,-0.7,-700.0,-781.0,21.9,27.7,19.1,-318.0,29/10/2020,30/09/2020,54.4,19.5,8.4,10.2,-21.7
2020-08-10,98.46,225.5,2.88,756.3042,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6945237.0,3360.47,76660.0,1.73,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-25.011086956521737,,,,,,,,,,,,,,,,,,,,,,
2020-08-11,98.52,225.2,2.88,756.3042,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6945237.0,3333.69,76660.0,1.76,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-1.0,-10.0,81.0,-327.0,Producer Price Index,79.0,11.8,-0.4,5.9,20.4,18.3,19.3,-24.293913043478263,9.9,12.5,20.5,9.6,-5.4,-15.9,14.0,-11.7,-0.7,-700.0,-781.0,21.9,27.7,19.1,-318.0,29/10/2020,30/09/2020,54.2,19.5,8.4,10.2,-21.7
2020-08-12,98.45,249.1,2.88,754.4036,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6957277.0,3380.35,76660.0,1.78,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-1.0,-9.0,81.0,-327.0,"Consumer Price Index, Monthly Treasury Statement",78.0,11.8,-0.4,6.2,20.4,18.3,19.3,-23.57673913043478,9.9,12.5,20.6,9.7,-5.4,-15.9,14.1,-11.7,-0.7,-700.0,-781.0,21.9,27.7,19.1,-318.0,29/10/2020,30/09/2020,54.2,19.5,8.4,10.2,-21.7
2020-08-13,98.49,250.3,2.96,754.4036,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6957277.0,3373.43,76660.0,1.78,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,-1.0,-9.0,79.0,-327.0,Import/Export prices,77.0,11.8,-0.5,6.2,20.4,18.3,19.3,-22.859565217391307,9.9,12.5,20.5,9.7,-5.6,-15.7,14.1,-11.5,-0.7,-702.0,-781.0,21.9,27.7,19.1,-318.0,29/10/2020,30/09/2020,54.3,19.5,8.6,10.2,-21.7
2020-08-14,98.5,253.3,2.96,754.4036,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6957277.0,3372.85,76660.0,1.77,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,0.7,41.0,79.0,-275.0,"Retail Trade, Industrial Production",76.0,16.0,1.9,6.2,24.8,22.5,24.5,-22.142391304347825,12.5,6.9,26.2,19.7,-2.7,-14.2,14.3,-9.9,-0.5,-702.0,-781.0,27.8,38.2,22.9,-316.0,29/10/2020,30/09/2020,60.7,19.8,10.2,12.6,-21.1
2020-08-17,98.48,239.3,2.96,754.4036,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6957277.0,3381.99,76660.0,1.78,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-19.99086956521739,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,98.45,253.1,2.96,754.4036,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6957277.0,3389.78,76660.0,1.81,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,0.6,41.0,79.0,-275.0,Housing Starts,72.0,15.4,2.2,6.2,24.2,21.9,23.8,-19.273695652173917,8.5,7.5,25.6,15.1,-2.4,-14.0,14.3,-9.7,-0.5,-702.0,-781.0,28.0,38.4,23.1,-316.0,29/10/2020,30/09/2020,39.0,19.8,10.4,12.9,-20.9
2020-08-19,98.49,249.6,2.96,754.0604,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7010637.0,3374.85,76660.0,1.79,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-18.556521739130435,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,98.46,242.7,2.99,754.0604,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7010637.0,3385.51,76660.0,1.76,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-17.839347826086957,,,,,,,,,,,,,,,,,,,,,,
2020-08-21,98.44,254.6,2.99,754.0604,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7010637.0,3397.16,76660.0,1.76,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,0.7,41.0,79.0,-275.0,Existing-home sales ,69.0,15.7,2.4,6.2,24.0,21.8,23.6,-17.12217391304348,7.2,7.7,25.4,13.6,-2.2,-13.9,14.3,-9.6,-0.5,-702.0,-781.0,28.1,38.4,23.2,-316.0,29/10/2020,30/09/2020,31.9,19.8,10.5,13.1,-20.9
2020-08-24,98.39,236.7,2.99,754.0604,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7010637.0,3431.28,76660.0,1.77,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,,,,,,,,,,,,,,-14.970652173913043,,,,,,,,,,,,,,,,,,,,,,
2020-08-25,98.38,235.3,2.99,754.0604,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,7010637.0,3443.62,76660.0,1.8,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,0.7,41.0,79.0,-275.0,New-home sales,65.0,15.6,2.3,6.2,24.0,21.7,23.5,-14.253478260869567,7.2,7.7,25.4,13.6,-2.3,-13.9,14.3,-9.6,-0.5,-702.0,-781.0,28.1,38.4,23.2,-316.0,29/10/2020,30/09/2020,31.9,19.8,10.5,13.0,-20.9
2020-08-26,98.34,238.1,2.99,751.8097,40.71,1.57200144,0.10747047,141.6,7076.5,10.2,193.0,192.3,126.9,140.4,146.1,221.578,224.933803752425,6990418.0,3478.73,76660.0,1.81,-983588.0,-0.3453445,8.0,331811.0,21402.533,20314.556,33.1,2.1,43.0,79.0,-276.0,Advance durable manufacturing,64.0,19.6,2.3,6.2,24.2,21.9,23.8,-13.53630434782609,8.3,7.5,25.6,15.1,-2.4,-14.0,14.3,-9.6,-0.5,-702.0,-781.0,28.1,38.4,23.2,-318.0,29/10/2020,30/09/2020,31.8,19.8,10.5,13.0,-20.9
